course_id,course_code,course_title,course_grade,course_credits,course_points,course_gpa,comments,CGPA
6931,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,B+,3.00,10.50,3.50,,3.35
6953,CMPS328,DATABASE MGMT. SYS. II,C+,3.00,7.50,2.50,,3.35
6975,CMPS416,COMPILER CONSTRUCTION,B,3.00,9.00,3.00,,3.35
6997,CMPS245,DATABASE MANAGEMENT SYSTEMS I,B,3.00,9.00,3.00,,3.35
7019,CMPS246,COMPUTER ARCHITECTURE,B,3.00,9.00,3.00,,3.35
7041,CMPS248,SOFTWARE IN SOCIETY,A,3.00,12.00,4.00,,3.35
7063,MATH125,ADVANCED ALGEBRA,B,3.00,9.00,3.00,,3.35
7085,CMPS314,ALGORITHMS,B,3.00,9.00,3.00,,3.35
7107,CMPS429,SENIOR INTERNSHIP,A,12.00,48.00,4.00,,3.35
7129,PHYS241,GENERAL PHYSICS I,B+,3.00,10.50,3.50,,3.35
7151,CMPS157,SYSTEM ANALYSIS,A,3.00,12.00,4.00,,3.35
7173,PSYC221,INTRO TO PSYCHOLOGY,B+,3.00,10.50,3.50,,3.35
7195,CMPS316,PROGRAMMING LANGUAGES,B+,3.00,10.50,3.50,,3.35
7217,CMPS324,SOFTWARE ENGINEERING,A-,3.00,11.25,3.75,,3.35
7239,GSTU101,STUDY SKILLS,C+,1.00,2.50,2.50,,3.01
7261,CMPS146,PROGRAMMING FOUNDATIONS,C,4.00,8.00,2.00,,3.01
7283,CMPS157,SYSTEM ANALYSIS,A,3.00,12.00,4.00,,3.01
7305,CMPS256,OPERATING SYSTEMS,C,3.00,6.00,2.00,,3.01
7327,ENGL318,TECHNICAL WRITING.,B+,3.00,10.50,3.50,,3.01
7349,PHYS241,GENERAL PHYSICS I,C+,3.00,7.50,2.50,,3.01
7371,CMPS156,DATA STRUCTURES,B,3.00,9.00,3.00,,3.01
7393,CMPS416,COMPILER CONSTRUCTION,B,3.00,9.00,3.00,,3.01
7415,MATH121,INTERMEDIATE ALGEBRA,C,3.00,6.00,2.00,,3.01
7437,CMPS245,DATABASE MANAGEMENT SYSTEMS I,C+,3.00,7.50,2.50,,3.01
7459,CMPS246,COMPUTER ARCHITECTURE,B+,3.00,10.50,3.50,,3.01
7481,MATH210,DIFFERENTIAL CALCULUS,D+,4.00,6.00,1.50,,3.01
7503,CMPS417,JAVA PROGRAMMING,B+,3.00,10.50,3.50,,3.01
7525,MATH326,LINEAR PROGRAMMING,B,3.00,9.00,3.00,,3.01
7547,MATH441,NUMERICAL ANALYSIS,B,3.00,9.00,3.00,,3.01
7569,ENGL111,COLLEGE ENGLISH I,B+,3.00,10.50,3.50,,3.01
7591,MATH125,ADVANCED ALGEBRA,C,3.00,6.00,2.00,,3.01
7613,PSYC221,INTRO TO PSYCHOLOGY,B,3.00,9.00,3.00,,3.01
7635,MATH330,DISCRETE MATHEMATHICS,B,3.00,9.00,3.00,,3.01
7657,CMPS324,SOFTWARE ENGINEERING,A-,3.00,11.25,3.75,,3.01
7679,CMPS414,NETWORKING II,A-,3.00,11.25,3.75,,3.01
7701,CMPS150,COMPUTER BUSINESS APPLICATION,B,3.00,9.00,3.00,,3.01
7723,CMPS155,COMPUTER TECHNOLOGY,B,3.00,9.00,3.00,,3.01
7745,CMPS156,DATA STRUCTURES,D,3.00,3.00,1.00,REPEAT,3.01
7767,SOCL221,INTRODUCTION TO SOCIOLOGY,B,3.00,9.00,3.00,,3.01
7789,CMPS255,OBJECT ORIENTED SYSTEM DEV.,B+,3.00,10.50,3.50,,3.01
7811,CMPS314,ALGORITHMS,A-,3.00,11.25,3.75,,3.01
7833,CMPS316,PROGRAMMING LANGUAGES,A-,3.00,11.25,3.75,,3.01
7855,CMPS412,ADVANCED COMPUTER ARCHITECTURE,B+,3.00,10.50,3.50,,3.01
7877,CMPS429,SENIOR INTERNSHIP,C+,12.00,30.00,2.50,,3.01
7899,SPAN111,SPANISH 1,B,3.00,9.00,3.00,,3.01
7921,MATH124,TRIGONOMETRY,A-,3.00,11.25,3.75,,3.01
7943,CMPS248,SOFTWARE IN SOCIETY,A-,3.00,11.25,3.75,,3.01
7965,CMPS328,DATABASE MGMT. SYS. II,B+,3.00,10.50,3.50,,3.01
7987,HIST201,BELIZEAN HISTORY,B+,3.00,10.50,3.50,,3.01
8009,ENGL112,COLLEGE ENGLISH II,C+,3.00,7.50,2.50,,3.01
8031,CMPS247,COMPUTER NETWORKING I,C,3.00,6.00,2.00,,3.01
8053,CMPS260,PROJECT,A,3.00,12.00,4.00,,3.01
8075,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,C+,3.00,7.50,2.50,,3.01
8097,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,B+,3.00,10.50,3.50,,3.01
8119,CMPS332,P C REPAIR,A,3.00,12.00,4.00,,3.01
8141,CMPS314,ALGORITHMS,C+,3.00,7.50,2.50,,3.11
8163,MATH330,DISCRETE MATHEMATHICS,C+,3.00,7.50,2.50,,3.11
8185,PHYS241,GENERAL PHYSICS I,B,3.00,9.00,3.00,,3.11
8207,MATH480,LINEAR PROGRAMMING.,B+,3.00,10.50,3.50,,3.11
8229,MATH441,NUMERICAL ANALYSIS,D,4.00,4.00,1.00,REPEAT,3.11
8251,CMPS422,SENIOR SEMINAR IN INFORMATION TECHNOLOGY,C+,3.00,7.50,2.50,,3.11
8273,MATH441,NUMERICAL ANALYSIS,C+,3.00,7.50,2.50,,3.11
8295,CMPS429,SENIOR INTERNSHIP,A,12.00,48.00,4.00,,3.11
8317,CMPS156,DATA STRUCTURES,F,3.00,0.00,0.00,REPEAT,3.11
8339,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,B+,3.00,10.50,3.50,,3.11
8361,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,B,3.00,9.00,3.00,,3.11
8383,CMPS324,SOFTWARE ENGINEERING,B,3.00,9.00,3.00,,3.11
8405,SOCL1014,INTRODUCTION TO SOCIOLOGY,B,3.00,9.00,3.00,,3.11
8427,MATH441,NUMERICAL ANALYSIS,WP,3.00,0.00,0.00,REPEAT,3.11
8449,CMPS416,COMPILER CONSTRUCTION,C+,3.00,7.50,2.50,,3.11
8471,CMPS2131,DATA STRUCTURES,D+,3.00,4.50,1.50,REPEAT,3.11
8493,CMPS316,PROGRAMMING LANGUAGES,D+,3.00,4.50,1.50,REPEAT,3.11
8515,CMPS416,COMPILER CONSTRUCTION,W,3.00,0.00,0.00,REPEAT,3.11
8537,CMPS316,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00,,3.11
8559,CMPS328,DATABASE MGMT. SYS. II,A,3.00,12.00,4.00,,3.11
8581,CMPS412,ADVANCED COMPUTER ARCHITECTURE,C+,3.00,7.50,2.50,,3.11
8603,CMPS156,DATA STRUCTURES,D+,3.00,4.50,1.50,REPEAT,3.11
8625,CMPS2131,DATA STRUCTURES,C,3.00,6.00,2.00,,3.11
8647,ENGL1014,COLLEGE ENGLISH I,F,3.00,0.00,0.00,,1.17
8669,MGMT1014,FUNDAMENTALS OF MANAGEMENT,C+,3.00,7.50,2.50,,1.17
8691,SOCL1014,INTRODUCTION TO SOCIOLOGY,C+,3.00,7.50,2.50,,1.17
8713,PSYC1014,INTRODUCTION TO PSYCHOLOGY,C,3.00,6.00,2.00,,1.17
8735,ENGL3155,TECHNICAL WRITING,F,3.00,0.00,0.00,,1.17
8757,MATH1201,TRIGONOMETRY,F,3.00,0.00,0.00,,1.17
8779,CMPS2111,SYSTEMS ANALYSIS,B,3.00,9.00,3.00,,2.25
8801,MATH2201,CALCULUS II,WF,3.00,0.00,0.00,,2.25
8823,CMPS2131,DATA STRUCTURES,D+,3.00,4.50,1.50,,2.25
8845,ENGL318,TECHNICAL WRITING.,F,3.00,0.00,0.00,,1.98
8867,CMPS156,DATA STRUCTURES,B+,3.00,10.50,3.50,,1.98
8889,CMPS246,COMPUTER ARCHITECTURE,D+,3.00,4.50,1.50,,1.98
8911,CMPS248,SOFTWARE IN SOCIETY,C+,3.00,7.50,2.50,,1.98
8933,CMPS146,PROGRAMMING FOUNDATIONS,C+,4.00,10.00,2.50,,1.98
8955,CMPS144,PRINCIPLES OF PROGRAMMING II,C,3.00,6.00,2.00,,1.98
8977,MATH124,TRIGONOMETRY,F,3.00,0.00,0.00,,1.98
8999,CMPS256,OPERATING SYSTEMS,C,3.00,6.00,2.00,,1.98
9021,CMPS328,DATABASE MGMT. SYS. II,B,3.00,9.00,3.00,,1.98
9043,CMPS414,NETWORKING II,D,3.00,3.00,1.00,,1.98
9065,CMPS157,SYSTEM ANALYSIS,B+,3.00,10.50,3.50,,1.98
9087,CMPS260,PROJECT,A,3.00,12.00,4.00,,1.98
9109,PHYS241,GENERAL PHYSICS I,B,3.00,9.00,3.00,,1.98
9131,CMPS246,COMPUTER ARCHITECTURE,F,3.00,0.00,0.00,REPEAT,1.98
9153,CMPS314,ALGORITHMS,WP,3.00,,,,1.98
9175,CMPS324,SOFTWARE ENGINEERING,C+,3.00,7.50,2.50,,1.98
9197,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,F,3.00,0.00,0.00,,1.98
9219,CMPS245,DATABASE MANAGEMENT SYSTEMS I,B+,3.00,10.50,3.50,,1.98
9241,CMPS255,OBJECT ORIENTED SYSTEM DEV.,D,3.00,3.00,1.00,,1.98
9263,CMPS316,PROGRAMMING LANGUAGES,F,3.00,0.00,0.00,,1.98
9285,CMPS246,COMPUTER ARCHITECTURE,A-,3.00,11.25,3.75,,3.36
9307,CMPS314,ALGORITHMS,B,3.00,9.00,3.00,,3.36
9329,CMPS245,DATABASE MANAGEMENT SYSTEMS I,B+,3.00,10.50,3.50,,3.36
9351,CMPS256,OPERATING SYSTEMS,B,3.00,9.00,3.00,,3.36
9373,CMPS316,PROGRAMMING LANGUAGES,A-,3.00,11.25,3.75,,3.36
9395,ENGL318,TECHNICAL WRITING.,A-,3.00,11.25,3.75,,3.36
9417,CMPS255,OBJECT ORIENTED SYSTEM DEV.,B+,3.00,10.50,3.50,,3.36
9439,CMPS324,SOFTWARE ENGINEERING,A-,3.00,11.25,3.75,,3.36
9461,CMPS328,DATABASE MGMT. SYS. II,B+,3.00,10.50,3.50,,3.36
9483,CMPS416,COMPILER CONSTRUCTION,B,3.00,9.00,3.00,,3.36
9505,MATH326,LINEAR PROGRAMMING,B+,3.00,10.50,3.50,,3.36
9527,CMPS248,SOFTWARE IN SOCIETY,B,3.00,9.00,3.00,,3.36
9549,CMPS155,COMPUTER TECHNOLOGY,B,3.00,9.00,3.00,,3.36
9571,CMPS414,NETWORKING II,B+,3.00,10.50,3.50,,3.36
9593,CMPS156,DATA STRUCTURES,A,3.00,12.00,4.00,,3.36
9615,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,B+,3.00,10.50,3.50,,3.36
9637,CMPS247,COMPUTER NETWORKING I,B+,3.00,10.50,3.50,,3.36
9659,CMPS412,ADVANCED COMPUTER ARCHITECTURE,B+,3.00,10.50,3.50,,3.36
9681,PHYS241,GENERAL PHYSICS I,B,3.00,9.00,3.00,,3.36
9703,MATH441,NUMERICAL ANALYSIS,A-,3.00,11.25,3.75,,3.36
9725,CMPS260,PROJECT,A,3.00,12.00,4.00,,3.36
9747,CMPS418,LINUX ADMINISTRATION,B,3.00,9.00,3.00,,3.36
9769,CMPS429,SENIOR INTERNSHIP,C+,12.00,30.00,2.50,,3.36
9791,CMPS156,DATA STRUCTURES,D,3.00,3.00,1.00,REPEAT,3.36
9813,CMPS157,SYSTEM ANALYSIS,A,3.00,12.00,4.00,,3.36
9835,MATH330,DISCRETE MATHEMATHICS,B+,3.00,10.50,3.50,,3.36
9857,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,B+,3.00,10.50,3.50,,3.36
9879,CMPS332,P C REPAIR,A,3.00,12.00,4.00,,3.36
9901,CMPS146,PROGRAMMING FOUNDATIONS,C+,4.00,10.00,2.50,,3.25
9923,CMPS156,DATA STRUCTURES,D,3.00,3.00,1.00,REPEAT,3.25
9945,PHYS241,GENERAL PHYSICS I,B+,3.00,10.50,3.50,,3.25
9967,CMPS414,NETWORKING II,C+,3.00,7.50,2.50,,3.25
9989,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,B+,3.00,10.50,3.50,,3.25
10011,CMPS314,ALGORITHMS,A-,3.00,11.25,3.75,,3.25
10033,MATH480,LINEAR PROGRAMMING.,B+,3.00,10.50,3.50,,3.25
10055,CMPS416,COMPILER CONSTRUCTION,B,3.00,9.00,3.00,,3.25
10077,CMPS328,DATABASE MGMT. SYS. II,C+,3.00,7.50,2.50,,3.25
10099,CMPS332,P C REPAIR,A-,3.00,11.25,3.75,,3.25
10121,CMPS256,OPERATING SYSTEMS,C+,3.00,7.50,2.50,,3.25
10143,CMPS412,ADVANCED COMPUTER ARCHITECTURE,B,3.00,9.00,3.00,,3.25
10165,CMPS429,SENIOR INTERNSHIP,A,12.00,48.00,4.00,,3.25
10187,ENGL318,TECHNICAL WRITING.,A-,3.00,11.25,3.75,,3.25
10209,CMPS260,PROJECT,A,3.00,12.00,4.00,,3.25
10231,CMPS245,DATABASE MANAGEMENT SYSTEMS I,A-,3.00,11.25,3.75,,3.25
10253,CMPS155,COMPUTER TECHNOLOGY,B,3.00,9.00,3.00,,3.25
10275,MATH124,TRIGONOMETRY,B+,3.00,10.50,3.50,,3.25
10297,CMPS316,PROGRAMMING LANGUAGES,A-,3.00,11.25,3.75,,3.25
10319,CMPS417,JAVA PROGRAMMING,B,3.00,9.00,3.00,,3.25
10341,CMPS247,COMPUTER NETWORKING I,B+,3.00,10.50,3.50,,3.25
10363,CMPS248,SOFTWARE IN SOCIETY,B,3.00,9.00,3.00,,3.25
10385,CMPS157,SYSTEM ANALYSIS,A,3.00,12.00,4.00,,3.25
10407,CMPS246,COMPUTER ARCHITECTURE,C+,3.00,7.50,2.50,,3.25
10429,MATH330,DISCRETE MATHEMATHICS,B,3.00,9.00,3.00,,3.25
10451,CMPS255,OBJECT ORIENTED SYSTEM DEV.,C,3.00,6.00,2.00,,3.25
10473,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,B,3.00,9.00,3.00,,3.25
10495,MATH210,DIFFERENTIAL CALCULUS,C,4.00,8.00,2.00,,3.25
10517,CMPS156,DATA STRUCTURES,B,3.00,9.00,3.00,,3.25
10539,CMPS324,SOFTWARE ENGINEERING,B+,3.00,10.50,3.50,,3.25
10561,MATH441,NUMERICAL ANALYSIS,A-,3.00,11.25,3.75,,3.25
10583,SPAN111,SPANISH 1,W,3.00,0.00,0.00,,
10605,MATH121,INTERMEDIATE ALGEBRA,W,3.00,0.00,0.00,,
10627,CMPS156,DATA STRUCTURES,F,3.00,0.00,0.00,REPEAT,2.68
10649,CMPS156,DATA STRUCTURES,D,3.00,3.00,1.00,,2.68
10671,GSTU101,STUDY SKILLS,B,1.00,3.00,3.00,,2.68
10693,CMPS245,DATABASE MANAGEMENT SYSTEMS I,B+,3.00,10.50,3.50,,2.68
10715,MATH124,TRIGONOMETRY,W,3.00,0.00,0.00,REPEAT,2.68
10737,ENGL112,COLLEGE ENGLISH II,B+,3.00,10.50,3.50,,2.68
10759,MATH124,TRIGONOMETRY,WF,3.00,,,REPEAT,2.68
10781,CMPS256,OPERATING SYSTEMS,F,3.00,0.00,0.00,,2.68
10803,MATH125,ADVANCED ALGEBRA,WF,3.00,,,,2.68
10825,CMPS157,SYSTEM ANALYSIS,A,3.00,12.00,4.00,,2.68
10847,CMPS328,DATABASE MGMT. SYS. II,B+,3.00,10.50,3.50,,2.68
10869,HIST201,BELIZEAN HISTORY,A-,3.00,11.25,3.75,,2.68
10891,SPAN111,SPANISH 1,B,3.00,9.00,3.00,,2.68
10913,CMPS146,PROGRAMMING FOUNDATIONS,C,4.00,8.00,2.00,,2.68
10935,ENGL111,COLLEGE ENGLISH I,B,3.00,9.00,3.00,,1.50
10957,GSTU101,STUDY SKILLS,C+,1.00,2.50,2.50,,1.50
10979,MATH121,INTERMEDIATE ALGEBRA,F,3.00,0.00,0.00,,1.50
11001,CMPS157,SYSTEM ANALYSIS,F,3.00,0.00,0.00,,1.50
11023,SPAN111,SPANISH 1,W,3.00,0.00,0.00,,1.50
11045,CMPS146,PROGRAMMING FOUNDATIONS,C,4.00,8.00,2.00,,1.50
11067,CMPS155,COMPUTER TECHNOLOGY,F,3.00,0.00,0.00,,1.50
11089,CMPS145,INTRODUCTION TO COMPUTER SYSTEMS,B+,3.00,10.50,3.50,,1.50
11111,CMPS247,COMPUTER NETWORKING I,B+,3.00,10.50,3.50,,3.81
11133,CMPS255,OBJECT ORIENTED SYSTEM DEV.,A,3.00,12.00,4.00,,3.81
11155,CMPS256,OPERATING SYSTEMS,A-,3.00,11.25,3.75,,3.81
11177,CMPS314,ALGORITHMS,A-,3.00,11.25,3.75,,3.81
11199,CMPS360,MANAGEMENT INFORMATION SYSTEM,W,3.00,0.00,0.00,,3.81
11221,CMPS324,SOFTWARE ENGINEERING,A-,3.00,11.25,3.75,,3.81
11243,PSYC221,INTRO TO PSYCHOLOGY,A-,3.00,11.25,3.75,,3.81
11265,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,A-,3.00,11.25,3.75,,3.81
11287,CMPS429,SENIOR INTERNSHIP,B+,12.00,42.00,3.50,,3.81
11309,CMPS248,SOFTWARE IN SOCIETY,A-,3.00,11.25,3.75,,3.81
11331,SPAN111,SPANISH 1,A,3.00,12.00,4.00,,3.81
11353,CMPS156,DATA STRUCTURES,B+,3.00,10.50,3.50,,3.81
11375,CMPS246,COMPUTER ARCHITECTURE,A,3.00,12.00,4.00,,3.81
11397,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,A,3.00,12.00,4.00,,3.81
11419,CMPS417,JAVA PROGRAMMING,A,3.00,12.00,4.00,,3.81
11441,CMPS332,P C REPAIR,A,3.00,12.00,4.00,,3.81
11463,CMPS416,COMPILER CONSTRUCTION,A,3.00,12.00,4.00,,3.81
11485,GSTU101,STUDY SKILLS,B+,1.00,3.50,3.50,,3.81
11507,CMPS245,DATABASE MANAGEMENT SYSTEMS I,A,3.00,12.00,4.00,,3.81
11529,MATH330,DISCRETE MATHEMATHICS,A,3.00,12.00,4.00,,3.81
11551,CMPS316,PROGRAMMING LANGUAGES,A,3.00,12.00,4.00,,3.81
11573,CMPS328,DATABASE MGMT. SYS. II,A-,3.00,11.25,3.75,,3.81
11595,MATH441,NUMERICAL ANALYSIS,B+,3.00,10.50,3.50,,3.81
11617,CMPS145,INTRODUCTION TO COMPUTER SYSTEMS,A,3.00,12.00,4.00,,3.81
11639,HIST201,BELIZEAN HISTORY,A-,3.00,11.25,3.75,,3.81
11661,CMPS155,COMPUTER TECHNOLOGY,A-,3.00,11.25,3.75,,3.81
11683,CMPS157,SYSTEM ANALYSIS,A,3.00,12.00,4.00,,3.81
11705,CMPS260,PROJECT,A,3.00,12.00,4.00,,3.81
11727,ENGL318,TECHNICAL WRITING.,B+,3.00,10.50,3.50,,3.81
11749,CMPS412,ADVANCED COMPUTER ARCHITECTURE,A-,3.00,11.25,3.75,,3.81
11771,CMPS146,PROGRAMMING FOUNDATIONS,A,4.00,16.00,4.00,,3.81
11793,SOCL221,INTRODUCTION TO SOCIOLOGY,A-,3.00,11.25,3.75,,3.81
11815,CMPS414,NETWORKING II,A,3.00,12.00,4.00,,3.81
11837,CMPS418,LINUX ADMINISTRATION,A,3.00,12.00,4.00,,3.81
11859,MATH326,LINEAR PROGRAMMING,A,3.00,12.00,4.00,,3.81
11881,MATH3151,LINEAR ALGEBRA,WP,3.00,0.00,0.00,,2.81
11903,CMPS3111,PROGRAMMING LANGUAGES,C,3.00,6.00,2.00,,2.81
11925,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,W,3.00,0.00,0.00,,2.81
11947,CMPS3141,HUMAN COMPUTER INTERFACE,C+,3.00,7.50,2.50,,2.81
11969,CMPS3151,TELECOMMUNICATION,A-,3.00,11.25,3.75,,2.81
11991,CMPS3162,ADVANCED DATABASES,,3.00,,,,2.81
12013,RSCH2014,RESEARCH METHODS,,3.00,,,,2.81
12035,CMPS4131,SOFTWARE ENGINEERING,,3.00,,,,2.81
12057,CMPS3171,NETWORK DESIGN,B,3.00,9.00,3.00,,2.81
12079,CMPS4191,ADVANCED WEB TECHNOLOGIES,,3.00,,,,2.81
12101,ENGL3155,TECHNICAL WRITING,,3.00,,,,2.81
12123,MATH3251,CALCULUS III,WP,3.00,0.00,0.00,,2.81
12145,CMPS316,PROGRAMMING LANGUAGES,A-,3.00,11.25,3.75,,3.39
12167,MATH330,DISCRETE MATHEMATHICS,D+,3.00,4.50,1.50,,3.39
12189,PHYS241,GENERAL PHYSICS I,B,3.00,9.00,3.00,,3.39
12211,CMPS416,COMPILER CONSTRUCTION,B,3.00,9.00,3.00,,3.39
12233,CMPS418,LINUX ADMINISTRATION,B,3.00,9.00,3.00,,3.39
12255,ENGL318,TECHNICAL WRITING.,B+,3.00,10.50,3.50,,3.39
12277,CMPS414,NETWORKING II,A,3.00,12.00,4.00,,3.39
12299,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,B,3.00,9.00,3.00,,3.39
12321,MATH326,LINEAR PROGRAMMING,B,3.00,9.00,3.00,,3.39
12343,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,B,3.00,9.00,3.00,,3.39
12365,CMPS324,SOFTWARE ENGINEERING,A,3.00,12.00,4.00,,3.39
12387,CMPS328,DATABASE MGMT. SYS. II,B,3.00,9.00,3.00,,3.39
12409,CMPS332,P C REPAIR,A,3.00,12.00,4.00,,3.39
12431,CMPS412,ADVANCED COMPUTER ARCHITECTURE,B,3.00,9.00,3.00,,3.39
12453,MATH441,NUMERICAL ANALYSIS,B+,3.00,10.50,3.50,,3.39
12475,CMPS314,ALGORITHMS,B+,3.00,10.50,3.50,,3.39
12497,CMPS429,SENIOR INTERNSHIP,A,12.00,48.00,4.00,,3.39
12519,CMPS328,DATABASE MGMT. SYS. II,C,3.00,6.00,2.00,,2.64
12541,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,F,3.00,0.00,0.00,REPEAT,2.64
12563,CMPS414,NETWORKING II,A-,3.00,11.25,3.75,,2.64
12585,CMPS314,ALGORITHMS,C+,3.00,7.50,2.50,,2.64
12607,CMPS316,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00,,2.64
12629,ENGL318,TECHNICAL WRITING.,C+,3.00,7.50,2.50,,2.64
12651,PHYS241,GENERAL PHYSICS I,C,3.00,6.00,2.00,,2.64
12673,MATH330,DISCRETE MATHEMATHICS,C,3.00,6.00,2.00,,2.64
12695,MATH326,LINEAR PROGRAMMING,D,3.00,3.00,1.00,,2.64
12717,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,C,3.00,6.00,2.00,,2.64
12739,CMPS412,ADVANCED COMPUTER ARCHITECTURE,B+,3.00,10.50,3.50,,2.64
12761,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,C,3.00,6.00,2.00,,2.64
12783,CMPS416,COMPILER CONSTRUCTION,C,3.00,6.00,2.00,,2.64
12805,CMPS324,SOFTWARE ENGINEERING,C+,3.00,7.50,2.50,,2.64
12827,CMPS418,LINUX ADMINISTRATION,A,3.00,12.00,4.00,,2.64
12849,CMPS332,P C REPAIR,C,3.00,6.00,2.00,,2.64
12871,MATH441,NUMERICAL ANALYSIS,C,3.00,6.00,2.00,,2.64
12893,CMPS429,SENIOR INTERNSHIP,B+,12.00,42.00,3.50,,2.64
12915,CMPS3171,NETWORK DESIGN,NR,3.00,0.00,0.00,,0.00
12937,RSCH2014,RESEARCH METHODS,NR,3.00,0.00,0.00,,0.00
12959,SPAN1025,LEVEL 2 LOWER-INTERMEDIATE SPANISH,NR,3.00,0.00,0.00,,0.00
12981,CMPS3012,MANAGEMENT INFORMATION SYSTEM,W,3.00,,,,2.43
13003,CMPS3151,TELECOMMUNICATION,RE,3.00,0.00,0.00,,2.43
13025,CMPS1131,PROGRAMMING I,D+,3.00,4.50,1.50,,2.58
13047,CMPS3272,SYSTEMS ENGINEERING,C,3.00,6.00,2.00,,2.43
13069,CMPS1212,BASIC PC REPAIR,B+,3.00,10.50,3.50,,2.43
13091,CMPS4211,ADVANCED PC REPAIR,C+,3.00,7.50,2.50,,2.43
13113,MGMT3015,ORGANIZATIONAL BEHAVIOR,B,3.00,9.00,3.00,,2.43
13135,CMPS4111,DATABASE MANAGEMENT SYSTEMS II,RE,3.00,0.00,0.00,,2.43
13157,ENGL2105,COMMUNICATION SKILLS,B+,3.00,10.50,3.50,,2.58
13179,CMPS1014,INTRODUCTION TO COMPUTER STUDIES,F,3.00,0.00,0.00,,2.58
13201,CMPS4211,ADVANCED PC REPAIR,WF,3.00,0.00,0.00,,2.43
13223,CMPS3232,SYSTEMS ADMINISTRATION,D,3.00,3.00,1.00,,2.43
13245,ENGL2105,COMMUNICATION SKILLS,RE,3.00,0.00,0.00,,2.43
13267,RSCH2014,RESEARCH METHODS,B,3.00,9.00,3.00,,2.58
13289,SPAN2015,LEVEL 3 INTERMEDIATE SPANISH,A-,3.00,11.25,3.75,,2.58
13311,PHIL1014,ETHICS,NG,3.00,,,,2.58
13333,SPAN1025,LEVEL 2 LOWER-INTERMEDIATE SPANISH,A-,3.00,11.25,3.75,,2.58
13355,MATH3151,LINEAR ALGEBRA,C+,3.00,7.50,2.50,,2.43
13377,MGMT1014,FUNDAMENTALS OF MANAGEMENT,C+,3.00,7.50,2.50,,2.43
13399,PHYS241,GENERAL PHYSICS I,W,3.00,0.00,0.00,REPEAT,3.22
13421,MATH441,NUMERICAL ANALYSIS,C+,3.00,7.50,2.50,,3.22
13443,ENGL318,TECHNICAL WRITING.,A,3.00,12.00,4.00,,3.22
13465,CMPS332,P C REPAIR,W,3.00,0.00,0.00,,3.22
13487,CMPS324,SOFTWARE ENGINEERING,A-,3.00,11.25,3.75,,3.22
13509,CMPS322,DIGITAL LOGIC & SIGNAL PROCESSING,C+,3.00,7.50,2.50,,3.22
13531,CMPS312,COMPUTER ORG. & ASSEMBLY LANG. PROG.,B,3.00,9.00,3.00,,3.22
13553,MATH330,DISCRETE MATHEMATHICS,F,3.00,0.00,0.00,REPEAT,3.22
13575,CMPS412,ADVANCED COMPUTER ARCHITECTURE,B,3.00,9.00,3.00,,3.22
13597,CMPS314,ALGORITHMS,WP,3.00,0.00,0.00,,3.22
13619,CMPS414,NETWORKING II,A,3.00,12.00,4.00,,3.22
13641,PHYS241,GENERAL PHYSICS I,D,3.00,3.00,1.00,,3.22
13663,CMPS418,LINUX ADMINISTRATION,B,3.00,9.00,3.00,,3.22
13685,CMPS429,SENIOR INTERNSHIP,A,12.00,48.00,4.00,,3.22
13707,CMPS321,TELECOMMUNICATIONS SYSTEMS,C+,3.00,7.50,2.50,,3.22
13729,MATH330,DISCRETE MATHEMATHICS,A-,3.00,11.25,3.75,,3.22
13751,CMPS316,PROGRAMMING LANGUAGES,A-,3.00,11.25,3.75,,3.22
13773,CMPS328,DATABASE MGMT. SYS. II,C+,3.00,7.50,2.50,,3.22
13795,CMPS416,COMPILER CONSTRUCTION,C+,3.00,7.50,2.50,,3.22
13817,MATH480,LINEAR PROGRAMMING.,B+,3.00,10.50,3.50,,3.22
13839,CMPS316,PROGRAMMING LANGUAGES,B,3.00,9.00,3.00,,3.07
13861,CMPS317,ADVANCED GUI DEVELOPMENT,D+,3.00,4.50,1.50,REPEAT,3.07
13883,MATH203,CALCULUS II,C+,3.00,7.50,2.50,,3.07
13905,CMPS360,MANAGEMENT INFORMATION SYSTEM,B,3.00,9.00,3.00,,3.07
